"Name","Beer_ID","ABV","IBU","Brewery_id","Style","Ounces","Brewery Name","City","State"
"Disconnected Red",1067,6.7,85,221,"American Amber / Red Ale",16,"Big Choice Brewing","Broomfield"," CO"
"Big Elm IPA",1003,7,67.6345514950166,478,"American IPA",12,"Big Elm Brewing","Sheffield"," MA"
"Gerry Dog Stout",1002,6.5,41.3125,478,"American Stout",12,"Big Elm Brewing","Sheffield"," MA"
"413 Farmhouse Ale",1001,6,28.3913043478261,478,"Saison / Farmhouse Ale",12,"Big Elm Brewing","Sheffield"," MA"
"Dark Star",2639,8,54,9,"American Stout",16,"Big Lake Brewing","Holland"," MI"
"Ryecoe",2469,6.2,67.6345514950166,9,"American IPA",16,"Big Lake Brewing","Holland"," MI"
"Blueberry Blonde",2586,6,14.2,41,"Fruit / Vegetable Beer",12,"Big Muddy Brewing","Murphysboro"," IL"
"Galaxy IPA",2585,7.5,60,41,"American IPA",16,"Big Muddy Brewing","Murphysboro"," IL"
"Big River Pilsner",643,5,32,520,"Czech Pilsener",12,"Big River Brewing Company","Chattanooga"," TN"
"House Brand IPA",632,6,55,520,"American IPA",12,"Big River Brewing Company","Chattanooga"," TN"
"Big Sky IPA",1714,6.2,65,337,"American IPA",12,"Big Sky Brewing Company","Missoula"," MT"
"Scape Goat Pale Ale",1713,5,40,337,"English Pale Ale",12,"Big Sky Brewing Company","Missoula"," MT"
"Montana Trout Slayer Ale",1712,5,35,337,"American Pale Wheat Ale",12,"Big Sky Brewing Company","Missoula"," MT"
"Moose Drool Brown Ale",1711,5.1,26,337,"American Brown Ale",12,"Big Sky Brewing Company","Missoula"," MT"
"Powder Hound Winter Ale",1456,7.2,60,337,"English Strong Ale",12,"Big Sky Brewing Company","Missoula"," MT"
"Moose Drool Brown Ale (2011)",767,5.1,26,337,"American Brown Ale",12,"Big Sky Brewing Company","Missoula"," MT"
"Montana Trout Slayer Ale (2012)",766,5,35,337,"American Pale Wheat Ale",12,"Big Sky Brewing Company","Missoula"," MT"
"Big Sky IPA (2012)",579,6.2,65,337,"American IPA",12,"Big Sky Brewing Company","Missoula"," MT"
"Summer Honey",168,4.7,20.983606557377,337,"American Blonde Ale",12,"Big Sky Brewing Company","Missoula"," MT"
"Scape Goat Pale Ale (2010)",159,5,40,337,"English Pale Ale",12,"Big Sky Brewing Company","Missoula"," MT"
"Montana Trout Slayer Ale (2009)",35,5,35,337,"American Pale Wheat Ale",12,"Big Sky Brewing Company","Missoula"," MT"
"Moose Drool Brown Ale (2009)",34,5.1,26,337,"American Brown Ale",12,"Big Sky Brewing Company","Missoula"," MT"
"Arcus IPA",2096,6.9,81,222,"American IPA",12,"Big Storm Brewing Company","Odessa"," FL"
"Wavemaker",2095,5.8,38,222,"American Amber / Red Ale",12,"Big Storm Brewing Company","Odessa"," FL"
"Jack Pine Savage",1257,5.3,43,445,"American Pale Ale (APA)",16,"Big Wood Brewery","Vadnais Heights"," MN"
"Forest Fire Imperial Smoked Rye",1256,9.9,85,445,"Rye Beer",16,"Big Wood Brewery","Vadnais Heights"," MN"
"Bad Axe Imperial IPA",1255,9.8,76,445,"American Double / Imperial IPA",16,"Big Wood Brewery","Vadnais Heights"," MN"
"Morning Wood",986,5.5,35,445,"Oatmeal Stout",16,"Big Wood Brewery","Vadnais Heights"," MN"
"Bark Bite IPA",985,6.6,50,445,"American IPA",16,"Big Wood Brewery","Vadnais Heights"," MN"
"Jalapeno Pale Ale",2508,5.5,45,71,"American Pale Ale (APA)",16,"Birdsong Brewing Company","Charlotte"," NC"
"Blown Out Brown",1441,5.2,29.8947368421053,408,"American Brown Ale",12,"Bitter Root Brewing","Hamilton"," MT"
"Single Hop Ale",1413,6.3,44.9411764705882,408,"American Pale Ale (APA)",12,"Bitter Root Brewing","Hamilton"," MT"
"Sawtooth Ale",1411,5.4,20.983606557377,408,"American Blonde Ale",12,"Bitter Root Brewing","Hamilton"," MT"
"Saucy Intruder",2620,7.2,75,19,"Rye Beer",16,"Black Acre Brewing Co.","Indianapolis"," IN"
"Deception",2412,4.5,16,113,"American Blonde Ale",12,"Black Market Brewing Company","Temecula"," CA"
"Blackmarket Rye IPA",1898,7.5,35,113,"American IPA",12,"Black Market Brewing Company","Temecula"," CA"
"Black Market Hefeweizen",1897,5,8,113,"Hefeweizen",12,"Black Market Brewing Company","Temecula"," CA"
"Aftermath Pale Ale",1896,5.8,44,113,"American Pale Ale (APA)",12,"Black Market Brewing Company","Temecula"," CA"
"American India Red Ale",1850,7.1,83,295,"American Strong Ale",12,"Black Shirt Brewing Company","Denver"," CO"
"American Red Porter",1849,7.1,45,295,"American Porter",12,"Black Shirt Brewing Company","Denver"," CO"
"American Red Saison",1848,7.8,34,295,"Saison / Farmhouse Ale",12,"Black Shirt Brewing Company","Denver"," CO"
"Colorado Red Ale",1847,6.6,44,295,"American Amber / Red Ale",12,"Black Shirt Brewing Company","Denver"," CO"
"Saddle Bronc Brown Ale",2485,4.8,16,80,"American Brown Ale",12,"Black Tooth Brewing Company","Sheridan"," WY"
"Bomber Mountain Amber Ale",2484,4.6,20,80,"American Amber / Red Ale",12,"Black Tooth Brewing Company","Sheridan"," WY"
"Flying Sailor",2449,7.3,52,96,"Rye Beer",12,"Blackrocks Brewery","Marquette"," MA"
"Nordskye ",2634,4.8,47,13,"American IPA",12,"Blackrocks Brewery","Marquette"," MI"
"North Third Stout",2153,6,30,13,"Foreign / Export Stout",12,"Blackrocks Brewery","Marquette"," MI"
"Honey Lav",1953,5.2,20.6885245901639,13,"American Pale Wheat Ale",12,"Blackrocks Brewery","Marquette"," MI"
"Coconut Brown Ale",1496,6.8,29.8947368421053,13,"American Brown Ale",12,"Blackrocks Brewery","Marquette"," MI"
"51K IPA",1481,7,51,13,"American IPA",12,"Blackrocks Brewery","Marquette"," MI"
"Grand Rabbits",1480,5.5,20.3333333333333,13,"Cream Ale",12,"Blackrocks Brewery","Marquette"," MI"
"1800 Big Log Wheat (2012)",1564,5,20.6885245901639,381,"American Pale Wheat Ale",12,"Blue Blood Brewing Company","Lincoln"," NE"
"Double Play Pilsner",1541,4.9,23.2857142857143,381,"American Pilsner",12,"Blue Blood Brewing Company","Lincoln"," NE"
"Brewerhood Brown Ale",1321,5.5,29.8947368421053,381,"American Brown Ale",12,"Blue Blood Brewing Company","Lincoln"," NE"
"Last Call Imperial Amber Ale",1320,8,36.2987012987013,381,"American Amber / Red Ale",12,"Blue Blood Brewing Company","Lincoln"," NE"
"Pernicious Double IPA",1319,9.6,93.32,381,"American Double / Imperial IPA",12,"Blue Blood Brewing Company","Lincoln"," NE"
"6-4-3 Double Play Pilsner",1303,5.2,34.1764705882353,381,"German Pilsener",12,"Blue Blood Brewing Company","Lincoln"," NE"
"N Street Drive-In 50th Anniversary IPA",1025,8.7,93.32,381,"American Double / Imperial IPA",12,"Blue Blood Brewing Company","Lincoln"," NE"
"467 Ethan's Stout",1012,5,41.3125,381,"American Stout",12,"Blue Blood Brewing Company","Lincoln"," NE"
"1335 Wicked Snout",942,6.4,28.3913043478261,381,"Saison / Farmhouse Ale",12,"Blue Blood Brewing Company","Lincoln"," NE"
"543 Skull Creek Fresh Hopped Pale Ale",937,4.5,44.9411764705882,381,"American Pale Ale (APA)",12,"Blue Blood Brewing Company","Lincoln"," NE"
"1327 Pod's ESB",888,5.6,37,381,"Extra Special / Strong Bitter (ESB)",12,"Blue Blood Brewing Company","Lincoln"," NE"
"1327 Pod's ESB",886,5.6,37,381,"Extra Special / Strong Bitter (ESB)",12,"Blue Blood Brewing Company","Lincoln"," NE"
"1327 Pod's ESB",612,5.6,37,381,"Extra Special / Strong Bitter (ESB)",12,"Blue Blood Brewing Company","Lincoln"," NE"
"834 Happy As Ale",611,4.6,35,381,"American Pale Ale (APA)",12,"Blue Blood Brewing Company","Lincoln"," NE"
"Yellow Collar",1372,5.9,0,423,"Mead",12,"Blue Dog Mead","Eugene"," OR"
"Green Collar",1371,5.9,0,423,"Mead",12,"Blue Dog Mead","Eugene"," OR"
"Quarter Mile Double IPA",1812,8,80,305,"American Double / Imperial IPA",12,"Blue Hills Brewery","Canton"," MA"
"Full Nelson Pale Ale",1547,5.9,60,383,"American Pale Ale (APA)",12,"Blue Mountain Brewery","Afton"," VA"
"Steel Wheels ESB",1546,6.5,30,383,"Extra Special / Strong Bitter (ESB)",12,"Blue Mountain Brewery","Afton"," VA"
"Blue Mountain Classic Lager",1545,5.3,22,383,"Euro Pale Lager",12,"Blue Mountain Brewery","Afton"," VA"
"Full Nelson Pale Ale (2010)",119,5.9,60,383,"American Pale Ale (APA)",12,"Blue Mountain Brewery","Afton"," VA"
"Kölsch 151",1408,4.9,16,415,"Kölsch",12,"Blue Mountain Brewery","Arrington"," VA"
"Professor Black",2490,6.3,41.3125,78,"American Stout",12,"Blue Owl Brewing","Austin"," TX"
"Little Boss",2489,4.8,20.6885245901639,78,"American Pale Wheat Ale",12,"Blue Owl Brewing","Austin"," TX"
"Van Dayum!",2488,5.7,36.2987012987013,78,"American Amber / Red Ale",12,"Blue Owl Brewing","Austin"," TX"
"Spirit Animal",2487,5.5,44.9411764705882,78,"American Pale Ale (APA)",12,"Blue Owl Brewing","Austin"," TX"
"Toxic Sludge",939,7,68.9,490,"American Black Ale",16,"Blue Point Brewing Company","Patchogue"," NY"
"Blue Point White IPA",692,6,40,490,"American White IPA",12,"Blue Point Brewing Company","Patchogue"," NY"
"Blue Point Summer Ale",667,4.4,16,490,"American Blonde Ale",12,"Blue Point Brewing Company","Patchogue"," NY"
"Toasted Lager",665,5.5,28,490,"Vienna Lager",12,"Blue Point Brewing Company","Patchogue"," NY"
"Bohemian Export Lager",1607,6,23.8,365,"Dortmunder / Export Lager",12,"Bohemian Brewery","Midvale"," UT"
"Altus Bohemes Altbier",1597,5.3,34.125,365,"Altbier",12,"Bohemian Brewery","Midvale"," UT"
"Cherny Bock",344,4,31,365,"Schwarzbier",12,"Bohemian Brewery","Midvale"," UT"
"Czech Pilsner",89,5,33.8125,365,"Czech Pilsener",12,"Bohemian Brewery","Midvale"," UT"
"Viennese Lager",88,5,24.3571428571429,365,"Vienna Lager",12,"Bohemian Brewery","Midvale"," UT"
"Mad Manatee IPA",1569,6.5,67.6345514950166,379,"American IPA",12,"Bold City Brewery","Jacksonville"," FL"
"Killer Whale Cream Ale",1568,5.5,20.3333333333333,379,"Cream Ale",12,"Bold City Brewery","Jacksonville"," FL"
"Duke's Cold Nose Brown Ale",1188,6,29.8947368421053,379,"American Brown Ale",12,"Bold City Brewery","Jacksonville"," FL"
"Longhop IPA",1891,4.2,30,282,"American IPA",16,"Bolero Snort Brewery","Ridgefield Park"," NJ"
"Lucky Buck",1890,4,34,282,"Irish Dry Stout",16,"Bolero Snort Brewery","Ridgefield Park"," NJ"
"Bomb Lager (New Recipe)",577,5.1,17.9166666666667,526,"Munich Helles Lager",12,"Bomb Beer Company","New York"," NY"
"Bomb Lager (Old Recipe)",513,4.5,27,526,"Munich Helles Lager",12,"Bomb Beer Company","New York"," NY"
"Firestarter India Pale Ale",2422,6.6,72,108,"American IPA",12,"Bonfire Brewing Company","Eagle"," CO"
"Kilt Dropper Scotch Ale",1727,7.5,22,108,"Scotch Ale / Wee Heavy",16,"Bonfire Brewing Company","Eagle"," CO"
"Wood Splitter Pilsner",1614,4.8,30,108,"Czech Pilsener",16,"Bonfire Brewing Company","Eagle"," CO"
"Gyptoberfest",1613,5.6,26,108,"Märzen / Oktoberfest",12,"Bonfire Brewing Company","Eagle"," CO"
"Farmer Wirtz India Pale Ale",1549,7,94,108,"English India Pale Ale (IPA)",16,"Bonfire Brewing Company","Eagle"," CO"
"Slow & Steady Golden Ale",1548,4.7,20.983606557377,108,"American Blonde Ale",12,"Bonfire Brewing Company","Eagle"," CO"
"Pink-I Raspberry IPA",1517,6.8,67.6345514950166,108,"American IPA",16,"Bonfire Brewing Company","Eagle"," CO"
"Moe's Original Bar B Que 'Bama Brew Golden Ale",1500,4.7,20.983606557377,108,"American Blonde Ale",12,"Bonfire Brewing Company","Eagle"," CO"
"Live Local Golden Ale",1421,4.7,20.983606557377,108,"American Blonde Ale",12,"Bonfire Brewing Company","Eagle"," CO"
"Screaming Eagle Special Ale ESB",1360,4.8,38,108,"Extra Special / Strong Bitter (ESB)",12,"Bonfire Brewing Company","Eagle"," CO"
"Dirtbag Dunkel",1184,4.9,20.3333333333333,108,"Munich Dunkel Lager",16,"Bonfire Brewing Company","Eagle"," CO"
"Kindler Pale Ale",1183,5.3,45,108,"American Pale Ale (APA)",12,"Bonfire Brewing Company","Eagle"," CO"
"Mistress Winter Wheat",1023,6.4,24.625,108,"Winter Warmer",12,"Bonfire Brewing Company","Eagle"," CO"
"Tent Pole Vanilla Porter",998,6.1,31.9230769230769,108,"American Porter",16,"Bonfire Brewing Company","Eagle"," CO"
"Awry Rye Pale Ale",997,5.8,44.9411764705882,108,"American Pale Ale (APA)",12,"Bonfire Brewing Company","Eagle"," CO"
"Demshitz Brown Ale",996,5.8,29.8947368421053,108,"American Brown Ale",12,"Bonfire Brewing Company","Eagle"," CO"
"Wood Splitter Pilsner (2012)",931,4.8,33.8125,108,"Czech Pilsener",12,"Bonfire Brewing Company","Eagle"," CO"
"Brush Creek Blonde",798,4.8,20.983606557377,108,"American Blonde Ale",16,"Bonfire Brewing Company","Eagle"," CO"
"Firestarter India Pale Ale",633,6.6,72,108,"American IPA",16,"Bonfire Brewing Company","Eagle"," CO"
"Noche Dulce",2062,7.1,16,232,"American Porter",16,"Borderlands Brewing Company","Tucson"," AZ"
"Porch Rocker",1830,4.5,8,301,"Radler",12,"Boston Beer Company","Boston"," MA"
"Rebel IPA",1629,6.5,45,301,"American IPA",16,"Boston Beer Company","Boston"," MA"
"Cold Snap",1601,5.5,16.2083333333333,301,"Witbier",12,"Boston Beer Company","Boston"," MA"
"Samuel Adams Winter Lager",1427,5.6,25,301,"Bock",12,"Boston Beer Company","Boston"," MA"
"Boston Lager",1349,4.9,30,301,"Vienna Lager",16,"Boston Beer Company","Boston"," MA"
"Boston Lager",1310,4.9,30,301,"Vienna Lager",12,"Boston Beer Company","Boston"," MA"
"Samuel Adams Octoberfest",1281,5.3,15,301,"Märzen / Oktoberfest",12,"Boston Beer Company","Boston"," MA"
"Samuel Adams Summer Ale",1144,5.3,7,301,"American Pale Wheat Ale",12,"Boston Beer Company","Boston"," MA"
"Boston Lager",1143,4.9,30,301,"Vienna Lager",12,"Boston Beer Company","Boston"," MA"
"Hazed & Infused",1395,4.9,35,418,"American Pale Ale (APA)",12,"Boulder Beer Company","Boulder"," CO"
"Hoopla Pale Ale",808,5.7,35,418,"American Pale Ale (APA)",12,"Boulder Beer Company","Boulder"," CO"
"Hazed & Infused (2010)",81,4.9,35,418,"American Pale Ale (APA)",12,"Boulder Beer Company","Boulder"," CO"
"Heavy Lifting",2596,6.2,80,32,"American IPA",12,"Boulevard Brewing Company","Kansas City"," MO"
"1492",2300,6.5,44.9411764705882,168,"American Pale Ale (APA)",12,"Boxcar Brewing Company","West Chester"," PA"
"Mango Ginger",2299,5.8,67.6345514950166,168,"American IPA",12,"Boxcar Brewing Company","West Chester"," PA"
"Passenger",2298,4.7,22,168,"English Dark Mild Ale",12,"Boxcar Brewing Company","West Chester"," PA"
"Plum St. Porter",2107,6,52,220,"American Porter",12,"Bozeman Brewing Company","Bozeman"," MT"
"Plum St. Porter",1573,5.7,52,220,"American Porter",12,"Bozeman Brewing Company","Bozeman"," MT"
"Bozone HopZone IPA",1289,7,80,220,"American IPA",12,"Bozeman Brewing Company","Bozeman"," MT"
"Bozone Hefe Weizen",1288,6,25,220,"Hefeweizen",12,"Bozeman Brewing Company","Bozeman"," MT"
"Bozone Select Amber Ale",470,5.5,36.2987012987013,220,"American Amber / Red Ale",12,"Bozeman Brewing Company","Bozeman"," MT"
"Evil Owl",2167,5.2,40,208,"American Amber / Red Ale",12,"Branchline Brewing Company","San Antonio"," TX"
"Post Time Kölsch",2204,5,21.7777777777778,196,"Kölsch",16,"Breakside Brewery","Portland"," OR"
"Agave Wheat",1522,4.2,9,392,"American Pale Wheat Ale",12,"Breckenridge Brewery","Denver"," CO"
"SummerBright Ale",397,4.5,15,392,"American Pale Wheat Ale",12,"Breckenridge Brewery","Denver"," CO"
"Lucky U IPA",193,6.2,68,392,"American IPA",12,"Breckenridge Brewery","Denver"," CO"
"Avalanche Ale",83,5.4,19,392,"American Amber / Red Ale",12,"Breckenridge Brewery","Denver"," CO"
"You're My Boy, Blue",1802,5,14.2,309,"Fruit / Vegetable Beer",12,"Brew Bus Brewing","Tampa"," FL"
"Last Stop IPA",1801,7.2,60,309,"American IPA",12,"Brew Bus Brewing","Tampa"," FL"
"Rollin Dirty Red Ale",1800,5,21,309,"Irish Red Ale",12,"Brew Bus Brewing","Tampa"," FL"
"Are Wheat There Yet?",1799,5.5,28,309,"American Pale Wheat Ale",12,"Brew Bus Brewing","Tampa"," FL"
"Insert Hop Reference",2619,5.8,44.9411764705882,20,"American Pale Ale (APA)",16,"Brew Link Brewing","Plainfield"," IN"
"Manitou Amber",2468,5.3,36.2987012987013,86,"American Amber / Red Ale",16,"Brewery Terra Firma","Traverse City"," MI"
"Belfort",2637,6.7,28.3913043478261,11,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Star Runner",2636,6,23.875,11,"Belgian Pale Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Tart Side of the Barrel",2598,9.8,62,11,"American Double / Imperial Stout",16,"Brewery Vivant","Grand Rapids"," MI"
"Linnaeus Mango IPA",2597,6,67.6345514950166,11,"American IPA",16,"Brewery Vivant","Grand Rapids"," MI"
"Beasts A'Burnin'",2548,7,0,11,"Rauchbier",16,"Brewery Vivant","Grand Rapids"," MI"
"Verdun",2542,7.7,23,11,"Bière de Garde",16,"Brewery Vivant","Grand Rapids"," MI"
"Barrel Aged Triomphe",2541,6.5,57,11,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI"
"Cherry Doppelbock",2504,6.5,24.5,11,"Doppelbock",16,"Brewery Vivant","Grand Rapids"," MI"
"Tropical Saison",2500,6.5,28.3913043478261,11,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Beach Patrol",2499,6.5,16.2083333333333,11,"Witbier",16,"Brewery Vivant","Grand Rapids"," MI"
"Nuit Serpent",2498,5,57,11,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI"
"Paris",2481,9,28.3913043478261,11,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"The Grand Army",2476,5.5,57,11,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI"
"Acidulated Trip",2467,5.9,28.3913043478261,11,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Root Stock",2466,6.6,52,11,"Rye Beer",16,"Brewery Vivant","Grand Rapids"," MI"
"Mind Games",2465,4.1,16,11,"Dunkelweizen",16,"Brewery Vivant","Grand Rapids"," MI"
"Sous Chef",2433,8.2,25,11,"Belgian Strong Pale Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Dubbelicious",2418,6.5,21,11,"Dubbel",16,"Brewery Vivant","Grand Rapids"," MI"
"Psychopomp",2416,6.2,29.6666666666667,11,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Fat Paczki",2382,7.4,29.6666666666667,11,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Earth-Like Planets",2381,6.1,23.875,11,"Belgian Pale Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Ski Patrol",2290,6.1,16.2083333333333,11,"Witbier",16,"Brewery Vivant","Grand Rapids"," MI"
"Viking Ice Hole",2241,6.3,28.0909090909091,11,"Oatmeal Stout",16,"Brewery Vivant","Grand Rapids"," MI"
"Rye Porter",2240,5.6,31.9230769230769,11,"American Porter",16,"Brewery Vivant","Grand Rapids"," MI"
"Wizard Burial Ground",2137,9.9,24,11,"Quadrupel (Quad)",16,"Brewery Vivant","Grand Rapids"," MI"
"Smoky Wheat",2101,5.1,0,11,"Rauchbier",16,"Brewery Vivant","Grand Rapids"," MI"
"BRIPA",2092,6.2,57,11,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI"
"Mela",2091,6.2,29.6666666666667,11,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"W.I.P.A Snappa",2086,5.3,57,11,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI"
"Pepper in the Rye",2023,6.3,52,11,"Rye Beer",16,"Brewery Vivant","Grand Rapids"," MI"
"Moe Lasses'",2006,6.4,41.3125,11,"American Stout",16,"Brewery Vivant","Grand Rapids"," MI"
"Pumpkin Tart",1997,7,14.2,11,"Fruit / Vegetable Beer",16,"Brewery Vivant","Grand Rapids"," MI"
"Undertaker",1977,6.7,29.6666666666667,11,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Undertaker (2014)",1976,6.7,29.6666666666667,11,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Coq D'Or",1974,5,23.875,11,"Belgian Pale Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"North French",1973,6,23,11,"Bière de Garde",16,"Brewery Vivant","Grand Rapids"," MI"
"Agent a Deux",1959,6.5,29.6666666666667,11,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Belgian Wit",1958,4.5,16.2083333333333,11,"Witbier",16,"Brewery Vivant","Grand Rapids"," MI"
"Pothole Stout",1949,6.3,41.3125,11,"American Stout",16,"Brewery Vivant","Grand Rapids"," MI"
"Tree Bucket",1947,9.3,57,11,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI"
"Le Flaneur Ale",1785,7.3,27,11,"American Wild Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Maize & Blueberry",1651,5.6,14.2,11,"Fruit / Vegetable Beer",16,"Brewery Vivant","Grand Rapids"," MI"
"Trebuchet Double IPA",1443,9.3,93.32,11,"American Double / Imperial IPA",16,"Brewery Vivant","Grand Rapids"," MI"
"Contemplation",1352,6.5,23,11,"Bière de Garde",16,"Brewery Vivant","Grand Rapids"," MI"
"Black Rabbit",1267,5,68.9,11,"American Black Ale",16,"Brewery Vivant","Grand Rapids"," MI"
